Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
15225517,Underground: The Tokyo Gas Attack and the Japanese Psyche,Haruki Murakami,"Murakami, Haruki",,"=""0375703888""","=""9780375703881""",4,3.91,Vintage Books,Paperback,309,1998,1997,2020/11/14,2020/01/08,"japan, non-fiction, psychology","japan (#29), non-fiction (#140), psychology (#44)",read,,,,1,0
43459806,Out,Natsuo Kirino,"Kirino, Natsuo",,"=""1784875406""","=""9781784875404""",4,3.94,Vintage Classics,Paperback,528,2019,1997,2020/11/21,2020/06/27,"fiction, japan","fiction (#83), japan (#30)",read,,,,1,0
36114337,Men Without Women,Haruki Murakami,"Murakami, Haruki",,"=""1784705373""","=""9781784705374""",5,3.74,Vintage,Paperback,228,2017,2014,2020/06/20,2020/01/14,"fiction, japan","fiction (#70), japan (#23)",read,,,,1,0
49633443,The Beekeeper of Aleppo,Christy Lefteri,"Lefteri, Christy",,"=""1838770011""","=""9781838770013""",5,4.17,Manilla Press,Paperback,377,2020,2019,2020/09/27,2020/09/27,"fiction, middle-east, literary-fiction","fiction (#78), middle-east (#5), literary-fiction (#2)",read,,,,1,0
23346487,Colorless Tsukuru Tazaki And His Years Of Pilgrimage,Haruki Murakami,"Murakami, Haruki",,"=""0099590379""","=""9780099590378""",5,3.87,Vintage Publishing,Paperback,298,2015,2013,2020/01/15,2019/12/30,"fiction, japan","fiction (#56), japan (#13)",read,,,,1,0
45041809,The Courage to be Happy: True contentment is within your power,Ichiro Kishimi,"Kishimi, Ichiro",Fumitake Koga,"=""1760871346""","=""9781760871345""",5,4.03,Allen & Unwin,Kindle Edition,244,2019,2016,2020/12/25,2020/12/24,"non-fiction, philosophy, psychology","non-fiction (#145), philosophy (#25), psychology (#46)",read,,,,1,0
26192866,"The Body Keeps the Score: Mind, Brain and Body in the Transformation of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0141978619""","=""9780141978611""",5,4.37,Penguin Books Ltd,Paperback,541,2015,2014,2020/04/08,2020/01/02,"psychology, biology, non-fiction","psychology (#32), biology (#7), non-fiction (#110)",read,,,,1,0
16041033,"A Song of Ice and Fire, 7 Volumes (A Song of Ice and Fire, #1-5)",George R.R. Martin,"Martin, George R.R.",,"=""0007477155""","=""9780007477159""",4,4.60,Harper Voyager ,Paperback,5232,2012,2000,2013/09/09,2016/03/21,"fantasy, fiction","fantasy (#2), fiction (#24)",read,,,,1,0
36739320,Because Internet: Understanding the New Rules of Language,Gretchen McCulloch,"McCulloch, Gretchen",,"=""0735210934""","=""9780735210936""",5,4.05,Riverhead Books,Hardcover,327,2019,2019,2020/12/21,2019/12/15,non-fiction,non-fiction (#144),read,"After reading a bunch of books about the negative aspects of technology and the internet, this one felt like a breath of fresh air with its neutral to positive take on how internet culture developed, how it affected language, and how fun it actually is.",,,1,0
28092838,Absolutely on Music: Conversations with Seiji Ozawa,Haruki Murakami,"Murakami, Haruki",Seiji Ozawa,"=""1846559197""","=""9781846559198""",0,3.90,Harvill Secker,Paperback,272,2016,2011,2020/12/19,2020/01/16,"creativity, non-fiction","creativity (#9), non-fiction (#143)",read,,,,1,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",5,4.24,Anchor,Paperback,238,1995,1994,2020/12/11,2020/01/25,"creativity, non-fiction","creativity (#8), non-fiction (#142)",read,,,,1,0
23719305,How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,"Barrett, Lisa Feldman",,"=""0544133315""","=""9780544133310""",5,4.10,Houghton Mifflin Harcourt,Hardcover,425,2017,2017,2020/11/28,2020/09/14,"biology, non-fiction, philosophy, psychology","biology (#13), non-fiction (#141), philosophy (#24), psychology (#45)",read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",5,3.98,Viking,Hardcover,288,2020,2020,2020/11/08,2020/11/08,"fiction, philosophy","fiction (#82), philosophy (#23)",read,"A book about regrets and what would happen if you lived through all of those lives you regret not having, and lived through lives where you didn't hurt the people you had to hurt, instead conformed to what those people wanted.  ",,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",3,4.14,Portfolio,Hardcover,226,2016,2016,2020/11/10,2020/11/02,"non-fiction, self-help, philosophy","non-fiction (#139), self-help (#28), philosophy (#22)",read,,,,1,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",4,3.60,Granta Books,Hardcover,247,2020,2018,2020/01/01,2020/09/03,"fiction, japan","fiction (#81), japan (#28)",read,,,,1,0
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,"Goleman, Daniel",,"=""055380491X""","=""9780553804911""",5,4.05,Bantam,Hardcover,352,2006,1995,2020/10/28,2017/08/22,"non-fiction, psychology","non-fiction (#137), psychology (#43)",read,,,,1,0
10778139,100 Things Every Designer Needs to Know About People,Susan M. Weinschenk,"Weinschenk, Susan M.",,"=""0321767535""","=""9780321767530""",3,4.10,New Riders Pub,Paperback,242,2011,2011,2020/01/01,2020/10/08,"design, non-fiction","design (#8), non-fiction (#138)",read,,,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",0,4.27,Knopf,ebook,368,2019,2019,2020/10/22,2020/10/20,"fiction, short-stories","fiction (#80), short-stories (#1)",read,,,,1,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",5,4.06,Broadway Books,Kindle Edition,352,2018,2004,2020/10/16,2020/10/10,"biography, history, non-fiction","biography (#12), history (#9), non-fiction (#136)",read,,,,1,0
55148500,The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Jorgenson, Eric","Tim Ferriss, Jack Butcher","=""1544514204""","=""""",5,4.42,Magrathea Publishing,Kindle Edition,242,2020,2020,2020/10/08,2020/09/30,"non-fiction, philosophy, self-help","non-fiction (#135), philosophy (#21), self-help (#27)",read,,,,1,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,"=""0316219266""","=""9780316219266""",4,4.14,"Little, Brown and Company",Hardcover,384,2013,2013,2020/10/04,2020/09/28,"biography, technology, business, non-fiction","biography (#11), technology (#23), business (#1), non-fiction (#134)",read,,,,1,0
25663961,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,"Greger, Michael",Gene  Stone,"=""1250066115""","=""9781250066114""",5,4.42,Flatiron Books,Hardcover,576,2015,2015,2020/09/27,2017/05/28,"non-fiction, food, biology, health","non-fiction (#20), food (#1), biology (#9), health (#1)",read,"If you're already convinced you should eat less meat, eggs and dairy products, then you can skip the first half. The second half is where all the useful information is.",,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",5,4.00,Vintage Books,Paperback,296,2000,1987,2016/03/18,2016/02/20,fiction,fiction (#40),read,,,,2,0
11910905,The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism,Olivia Fox Cabane,"Cabane, Olivia Fox",,"=""1591844568""","=""9781591844563""",4,3.92,Portfolio,Hardcover,264,2012,2012,2020/09/25,2020/09/11,"non-fiction, self-help, leadership","non-fiction (#133), self-help (#26), leadership (#2)",read,"The advice here boils to the following: Be mindful and focused (nowadays the answer for that is meditation and journaling), be careful of what you're mentally consuming (everything you consume has an influence on you), listen to music to influence your mood, and stay physically healthy by eating healthy and doing sport. <br/><br/>There are some exercises that help reaching some of the advices, and specific ones for specific situations, so revisiting some sections might be helpful in the future.",,,1,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",2,4.41,Knopf,Hardcover,339,2018,2018,2020/09/11,2020/03/29,non-fiction,non-fiction (#128),read,,,,1,0
42729353,The War for Kindness: Building Empathy in a Fractured World,Jamil Zaki,"Zaki, Jamil",,"=""0451499247""","=""9780451499240""",5,3.93,Crown,Hardcover,263,2019,,2020/09/08,2020/03/23,"non-fiction, psychology","non-fiction (#132), psychology (#41)",read,,,,1,0
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",1,4.28,Ace,Hardcover,658,2019,1965,2020/09/06,2020/01/02,"fiction, science-fiction","fiction (#75), science-fiction (#1)",read,,,,1,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",2,4.00,Random House Audio,Audio CD,384,2035,2017,2020/08/31,2020/04/03,"non-fiction, technology, physics","non-fiction (#129), technology (#21), physics (#4)",read,,,,1,0
25776132,The Brain: The Story of You,David Eagleman,"Eagleman, David",,"=""1101870532""","=""9781101870532""",5,4.26,Pantheon,Hardcover,224,2015,2015,2020/08/28,2020/01/02,"biology, non-fiction, psychology","biology (#12), non-fiction (#127), psychology (#40)",read,,,,1,0
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,"Sacks, Oliver",,"=""""","=""""",2,4.05,Touchstone,Paperback,243,1998,1985,2020/08/28,2020/03/31,"biology, non-fiction, psychology","biology (#11), non-fiction (#126), psychology (#39)",read,"The book, its content and its writing style feel very outdated. I believe neurology has come a long way over the last 35 years, so I'm not sure anything here is informative if you're interested in the field.",,,1,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",4,3.85,Oxford University Press,Hardcover,352,2014,2014,2020/08/27,2020/04/11,"biology, non-fiction, technology, philosophy","biology (#10), non-fiction (#125), technology (#20), philosophy (#19)",read,,,,1,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",4,3.71,Pantheon,Hardcover,274,2019,1994,2020/01/01,2020/06/14,"dystopian, fiction, japan","dystopian (#6), fiction (#74), japan (#27)",read,,,,1,0
15797663,1Q84 (1Q84 #1-3),Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip ­Gabriel","=""0307476464""","=""9780307476463""",3,3.95,Vintage,Paperback,1157,2013,2009,2020/08/01,2018/07/02,"fiction, japan, magical-realism","fiction (#49), japan (#10), magical-realism (#5)",read,"I read all of Murakami's novels before finishing this one, and 1Q84 felt like a test of some sorts. The story is pretty simple, and 1157 pages were definitely not necessary to tell it, but I think if you read and enjoy Murakami then you read his books for how he describes life. How he describes relationships, sceneries, emotions, how he utilizes metaphors and how he adds a fine touch of magical realism that generally doesn't lead anywhere, but makes you wonder what it metaphorically means (if it has any meaning), and makes a reread in the future interesting, because you would look at everything in a different light. And makes you appreciate the details and descriptions much more.<br/><br/>And according to goodreads, it took me exactly 6 months to finish the book. Interesting.",,,1,0
44442944,"No Self, No Problem: How Neuropsychology Is Catching Up to Buddhism (The No Self Wisdom Series)",Chris Niebauer,"Niebauer, Chris",,"=""1938289978""","=""9781938289972""",4,4.26,Hierophant Publishing,Paperback,192,2019,2019,2020/07/28,2020/07/27,"biology, non-fiction, philosophy, psychology","biology (#8), non-fiction (#123), philosophy (#18), psychology (#38)",read,,,,1,0
54081499,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump,"Trump, Mary L.",,"=""1982141468""","=""9781982141462""",4,3.82,Simon & Schuster,Hardcover,225,2020,2020,2020/07/23,2020/07/22,"biography, non-fiction, politics, psychology","biography (#10), non-fiction (#122), politics (#12), psychology (#37)",read,,,,1,0
45696372,QualityLand,Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3548291872""","=""9783548291871""",5,4.11,Ullstein Taschenbuch,Paperback,384,2019,2017,2020/07/20,2020/02/02,"dystopian, fiction, technology","dystopian (#5), fiction (#73), technology (#19)",read,,,,1,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",1,4.14,Dey Street Books,Hardcover,303,2014,2014,2020/01/01,2020/07/18,,,read,,,,1,0
53095651,Pure Invention: How Japan's Pop Culture Conquered the World,Matt Alt,"Alt, Matt",,"=""1984826697""","=""9781984826695""",5,4.18,Crown Publishing Group (NY),Hardcover,352,2020,2020,2020/07/05,2020/07/02,"japan, non-fiction, technology, history","japan (#26), non-fiction (#121), technology (#18), history (#8)",read,,,,1,0
40174034,Naturally Tan,Tan France,"France, Tan",,"=""1250211077""","=""9781250211071""",2,3.79,Macmillan Audio,Audio CD,8,2019,2019,2020/07/03,2020/05/16,"biography, non-fiction","biography (#9), non-fiction (#120)",read,"When things get a bit deep, he starts with a disclaimer, as if he's not comfortable talking about it or going into deeper subjects. Which is a shame. In some videos he also gets emotional when he talks about his childhood and his interactions with the Muslim community, so I understand why he doesn't want to talk about deeper subjects, but the book felt extremely superficial for the most part.<br/><br/>I would've liked a memoir about the struggles of a muslim gay south Asian fashion designer who now became popular, but this is not it.",,,1,0
111113,Interaction of Color,Josef Albers,"Albers, Josef",Nicholas Fox Weber,"=""0300115954""","=""9780300115956""",0,4.02,Yale University Press,Paperback,160,2006,1971,2020/06/27,2020/04/25,"design, non-fiction","design (#6), non-fiction (#112)",read,"More a reference book with exercises that are done in design classes (my major had them as well). The theory was a bit too abstract and the structure of the book is weird, still a very important book for color interaction.",,,1,0
34122206,The Secret Lives of Color,Kassia St. Clair,"Clair, Kassia St.",,"=""0143131141""","=""9780143131144""",2,4.08,Penguin Books,Hardcover,320,2017,2016,2020/06/27,2020/06/07,"non-fiction, history, design","non-fiction (#118), history (#7), design (#7)",read,Trivia mostly. Nothing practical here.,,,1,0
23128304,The Strange Library,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385354304""","=""9780385354301""",4,3.55,Knopf,Paperback,96,2014,2005,2020/01/01,2020/04/02,"fiction, magical-realism","fiction (#71), magical-realism (#9)",read,A very trippy story. The graphics with the usual Murakami surrealism were a nice combination.,,,1,0
22747928,Rejection Proof: How I Beat Fear and Became Invincible Through 100 Days of Rejection,Jia Jiang,"Jiang, Jia",,"=""080414138X""","=""9780804141383""",5,4.03,Harmony,Hardcover,240,2015,2015,2020/06/21,2020/06/11,"non-fiction, self-help, psychology","non-fiction (#119), self-help (#25), psychology (#36)",read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",5,4.33,Avery,Kindle Edition,319,2018,2018,2020/06/14,2020/01/02,"non-fiction, self-help, creativity, psychology","non-fiction (#115), self-help (#24), creativity (#7), psychology (#35)",read,,,,1,0
33606119,Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,"Eddo-Lodge, Reni",,"=""140887055X""","=""9781408870556""",4,4.38,Bloomsbury Circus,Hardcover,249,2017,2017,2020/01/01,2020/04/13,non-fiction,non-fiction (#117),read,,,,1,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","谷崎潤一郎, Edward G. Seidensticker, Thomas J. Harper, Charles Moore","=""""","=""""",4,4.01,Leete's Island Books,Paperback,56,1977,1933,2020/06/08,2020/05/25,"japan, non-fiction","japan (#24), non-fiction (#116)",read,,,,1,0
20518977,How to Be Alone (The School of Life),Sara Maitland,"Maitland, Sara",,"=""125005902X""","=""9781250059024""",2,3.32,Picador,Paperback,162,2014,2014,2020/06/01,2020/06/01,"non-fiction, philosophy","non-fiction (#113), philosophy (#17)",read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",4,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,2020/06/03,2020/01/02,"biography, non-fiction","biography (#8), non-fiction (#114)",read,,,,1,0
14059029,How to Stay Sane,Philippa Perry,"Perry, Philippa",,"=""1447202309""","=""9781447202301""",4,3.79,Pan Publishing,Paperback,160,2012,2012,2020/05/31,2020/05/25,"psychology, philosophy, to-buy-physical, non-fiction","psychology (#33), philosophy (#16), to-buy-physical (#20), non-fiction (#111)",read,,,,1,0
40876575,Utopia for Realists: How We Can Build the Ideal World,Rutger Bregman,"Bregman, Rutger",,"=""0316471909""","=""9780316471909""",4,4.22,"Little, Brown and Company",Kindle Edition,262,2017,2014,2020/05/22,2020/05/21,"economics, non-fiction, philosophy, politics","economics (#3), non-fiction (#109), philosophy (#14), politics (#11)",read,,,,1,0
25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall,"Marshall, Tim",,"=""1783961414""","=""9781783961412""",5,4.19,Elliott & Thompson,Hardcover,256,2015,2015,2020/05/30,2017/06/01,"geopolitics, non-fiction","geopolitics (#5), non-fiction (#108)",read,,,,1,0
13696016,How to Think More About Sex,Alain de Botton,"Botton, Alain de",,"=""1447202279""","=""9781447202271""",0,3.47,MacMillan,Paperback,144,2012,2012,2020/01/01,2020/05/20,"non-fiction, philosophy","non-fiction (#107), philosophy (#13)",read,,,,1,0
41221628,Clear Bright Future: A Radical Defence of the Human Being,Paul  Mason,"Mason, Paul",,"=""0241320100""","=""9780241320105""",4,3.60,Allen Lane,Hardcover,368,2019,2019,2020/05/22,2020/05/18,"economics, non-fiction, philosophy, politics","economics (#2), non-fiction (#106), philosophy (#12), politics (#10)",read,,,,1,0
66354,Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi,"Csíkszentmihályi, Mihály",,"=""0060920432""","=""9780060920432""",4,4.11,Harper Perennial,Paperback,303,1990,1990,2019/01/01,2019/07/04,"creativity, non-fiction, psychology, to-reread, to-buy-physical","creativity (#4), non-fiction (#64), psychology (#20), to-reread (#12), to-buy-physical (#19)",read,,,,1,0
1181646,"How to Be a 3% Man, Winning the Heart of the Woman of Your Dreams",Corey Wayne,"Wayne, Corey",,"=""1411673360""","=""9781411673366""",1,4.22,Lulu.Com,Paperback,240,2006,2006,2020/01/01,2020/03/10,non-fiction,non-fiction (#105),read,,,,1,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",1,3.81,Crown,Hardcover,273,2019,2018,2020/01/01,2020/05/04,fiction,fiction (#68),read,Quotation marks would've made it slightly less frustrating.,,,1,0
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,"Brown, Brené",,"=""1592407331""","=""9781592407330""",5,4.29,Avery,Hardcover,287,2012,2012,2020/05/05,2020/04/19,"non-fiction, self-help","non-fiction (#103), self-help (#23)",read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2018/01/01,2018/03/15,"non-fiction, psychology","non-fiction (#102), psychology (#31)",read,,,,2,0
15840207,"South of the Border, West of the Sun",Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",2,3.86,Vintage,Paperback,187,2003,1992,2020/04/22,2019/12/30,"fiction, japan","fiction (#65), japan (#20)",read,,,,1,0
3327199,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0099520869""","=""9780099520863""",4,3.74,Non Basic Stock Line,Paperback,201,2008,2004,2020/04/19,2019/12/30,"fiction, japan","fiction (#66), japan (#21)",read,,,,1,0
26810258,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Erica Segre, Simon Carnell","=""""","=""""",3,3.99,Penguin,Kindle Edition,108,2015,2014,2020/01/01,2020/04/03,"non-fiction, physics","non-fiction (#104), physics (#3)",read,,,,1,0
23453112,Modern Romance,Aziz Ansari,"Ansari, Aziz",Eric Klinenberg,"=""1594206279""","=""9781594206276""",5,3.80,Penguin Press,Hardcover,279,2015,2015,2020/04/13,2020/04/13,"non-fiction, relationships","non-fiction (#101), relationships (#4)",read,,,,1,0
43848929,Talking to Strangers: What We Should Know About the People We Don't Know,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316478520""","=""9780316478526""",4,3.99,"Little, Brown and Company",Hardcover,388,2019,2019,2020/04/13,2019/11/13,"non-fiction, psychology","non-fiction (#100), psychology (#30)",read,"""Because we do not know how to talk to strangers, what do we do when things go awry with strangers? We blame the stranger.""",,,1,0
25986929,"Goodnight Punpun Omnibus, Vol. 1",Inio Asano,"Asano, Inio",,"=""1421586207""","=""9781421586205""",5,4.27,VIZ Media LLC,Paperback,426,2016,2006,,2020/04/08,"japan, fiction, graphic-novel","japan (#19), fiction (#64), graphic-novel (#2)",read,,,,1,0
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",4,3.94,Vintage,Paperback,353,2002,1982,2020/04/01,2019/12/30,"fiction, japan, magical-realism","fiction (#62), japan (#17), magical-realism (#7)",read,,,,1,0
43822665,Embrace Your Weird: Face Your Fears and Unleash Creativity,Felicia Day,"Day, Felicia",,"=""1982113227""","=""9781982113223""",1,3.91,Gallery Books,Paperback,272,2019,2019,2020/03/29,2019/12/15,"non-fiction, self-help","non-fiction (#97), self-help (#22)",read,"There's a lot of sound advice in here, and it will help many people. It's just filled with so much noise.<br/><br/>First of all the book is not about creativity, it's about self-help and understanding yourself. The author goes through a process that is similar to how some forms of therapy are conducted, focusing on problem solving issues like childhood trauma, dealing with different negative emotions, and how to build a healthy social life around you. It's just all dumbed down and filled with internet and gaming memes, monologues,  and sections where the author wants you to write something. If I want to write I have a journal I write in, I bought a book to read it.<br/><br/>Many people will like the book, and if you dont mind books with a lot of 'energy' in them and you're struggling with emotional issues and not sure what to do, then go ahead and read the book. <br/><br/>If you're looking for anything about creative work or something more structured and to the point then look somewhere else. I would recommend Steven Pressfield for creativity or Brené Brown for self-development.",,,1,0
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",4,4.11,Workman Publishing Company,Paperback,215,2014,2014,2020/03/29,2019/12/26,"creativity, non-fiction, design","creativity (#6), non-fiction (#96), design (#5)",read,"Bit sized tips aimed to provide a push for creative people. You can always go much deeper into any of these subjects listed here, but it's a good way to read again when you're in need of a push. For me it's like a short aesthetically pleasing summary of things I delved deeper into elsewhere.",,,1,0
