Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
211479192,Water Moon,Samantha Sotto Yambao,"Yambao, Samantha Sotto",,"=""0593724992""","=""9780593724996""",0,3.79,Del Rey,Hardcover,384,2025,2025,,2025/05/24,to-read,to-read (#21),to-read,,,,0,0
403846,"Caliban and the Witch: Women, the Body and Primitive Accumulation",Silvia Federici,"Federici, Silvia",,"=""1570270597""","=""9781570270598""",0,4.56,Autonomedia,Paperback,288,2004,2004,,2025/05/13,"currently-reading, history, non-fiction","currently-reading (#3), history (#11), non-fiction (#208)",currently-reading,,,,1,0
30419583,حكواتي الليل,Rafik Schami,"Schami, Rafik",رنا زحكا,"=""""","=""""",0,4.05,منشورات الجمل,Paperback,256,2011,1989,,2025/05/02,"currently-reading, fiction, عربي, fantasy","currently-reading (#2), fiction (#148), عربي (#2), fantasy (#17)",currently-reading,,,,1,0
43598479,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",3,3.68,Granta Books,Paperback,163,2019,2016,2020/01/01,2019/12/26,"japan, fiction, 日本語","japan (#16), fiction (#59), 日本語 (#14)",read,,,,2,0
1739105,Der ehrliche Lügner,Rafik Schami,"Schami, Rafik",,"=""3407787545""","=""9783407787545""",0,4.14,Beltz und Gelberg,Paperback,574,2000,1995,,2025/04/23,to-read,to-read (#20),to-read,,,,0,0
6441444,Damaskus im Herzen,Rafik Schami,"Schami, Rafik",,"=""3423137967""","=""9783423137966""",0,4.02,Deutscher Taschenbuch Verlag,Paperback,253,2009,2006,,2025/04/23,to-read,to-read (#19),to-read,,,,0,0
141318112,"Wenn du erzählst, erblüht die Wüste",Rafik Schami,"Schami, Rafik",,"=""3446278540""","=""9783446278547""",0,3.87,Carl Hanser Verlag GmbH & Co. KG,Kindle Edition,481,2023,2023,,2025/04/23,to-read,to-read (#18),to-read,,,,0,0
1882347,Reise zwischen Nacht und Morgen,Rafik Schami,"Schami, Rafik",,"=""3423620838""","=""9783423620833""",0,4.07,Deutscher Taschenbuch Verlag,Paperback,370,2002,1995,,2025/04/23,to-read,to-read (#17),to-read,,,,0,0
9757855,Das Geheimnis des Kalligraphen,Rafik Schami,"Schami, Rafik",,"=""3423139188""","=""9783423139182""",0,3.79,dtv,Paperback,560,2010,2004,,2025/04/23,to-read,to-read (#16),to-read,,,,0,0
2548111,Die dunkle Seite der Liebe,Rafik Schami,"Schami, Rafik",,"=""3423135204""","=""9783423135207""",0,4.10,Deutscher Taschenbuch Verlag,Paperback,1033,2006,2004,,2025/04/23,to-read,to-read (#15),to-read,,,,0,0
1092572,A Hand Full of Stars,Rafik Schami,"Schami, Rafik","Rika Lesser, رفيق شامي","=""0140360735""","=""9780140360738""",0,4.00,Puffin Books,Mass Market Paperback,208,1992,1985,,2025/04/23,to-read,to-read (#14),to-read,,,,0,0
815790,City of Darkness: Life in Kowloon Walled City,Ian Lambot,"Lambot, Ian",Greg Girard,"=""1873200137""","=""9781873200131""",0,4.61,Watermark,Paperback,216,1999,1993,,2025/04/21,to-read,to-read (#13),to-read,,,,0,0
219424915,愛しさに気づかぬうちに [第６巻],Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",川口 俊和,"=""476314104X""","=""9784763141040""",0,3.54,サンマーク出版,Paperback,336,2024,2024,,2025/04/20,"currently-reading, fiction, japan, 日本語","currently-reading (#1), fiction (#147), japan (#76), 日本語 (#15)",currently-reading,,,,1,0
6054171,Forbidden Colours (Modern Classics),Yukio Mishima,"Mishima, Yukio",,"=""0141189568""","=""9780141189567""",0,3.92,Penguin,Paperback,429,2008,1951,,2025/03/23,"classic, dropped, fiction, japan","classic (#28), dropped (#5), fiction (#146), japan (#75)",dropped,,,,1,0
7758720,MAMA,紅玉いづき,"紅玉いづき, 紅玉いづき",カラス,"=""4840241597""","=""9784840241595""",0,3.50,MediaWorks,Paperback,296,2008,2008,,2025/03/02,"dropped, fantasy, fiction, japan, 日本語","dropped (#4), fantasy (#16), fiction (#145), japan (#74), 日本語 (#13)",dropped,,,,1,0
217721558,How to Leave the World,Marouane Bakhti,"Bakhti, Marouane",Lara Vergnaud,"=""1739516133""","=""9781739516130""",0,4.04,Divided Publishing,Paperback,150,2024,,,2025/03/29,to-read,to-read (#12),to-read,,,,0,0
212343634,Technofeudalism: What Killed Capitalism,Yanis Varoufakis,"Varoufakis, Yanis",,"=""1529926092""","=""9781529926095""",4,4.03,Vintage,Paperback,304,2024,2023,2025/03/26,2025/03/11,"economics, non-fiction","economics (#6), non-fiction (#207)",read,,,,1,0
49098225,Another Now: Dispatches from an Alternative Present,Yanis Varoufakis,"Varoufakis, Yanis",,"=""1847925634""","=""9781847925633""",0,3.81,Bodley Head,Hardcover,235,2020,2020,,2025/03/26,to-read,to-read (#11),to-read,,,,0,0
58582927,Time Is a Mother,Ocean Vuong,"Vuong, Ocean",,"=""0593300238""","=""9780593300237""",0,3.93,Penguin Press,Hardcover,114,2022,2022,,2025/03/15,to-read,to-read (#10),to-read,,,,0,0
24060838,毒吐姫と星の石 [Dokuhakihime to Hoshi no Ishi],Izuki Kōgyoku,"Kōgyoku, Izuki","紅玉いづき, 磯野 宏夫","=""4048700588""","=""9784048700580""",2,3.67,ASCII Media Works,Paperback,258,2010,2010,2025/03/02,2025/01/23,"japan, fiction, fantasy, 日本語","japan (#72), fiction (#144), fantasy (#15), 日本語 (#12)",read,,,,1,0
177058906,"Fluke: Chance, Chaos, and Why Everything We Do Matters",Brian Klaas,"Klaas, Brian",,"=""""","=""""",0,4.08,Scribner,Kindle Edition,335,2024,2024,,2025/02/22,to-read,to-read (#9),to-read,,,,0,0
788431,Making Sense of Japanese: What the Textbooks Don't Tell You,Jay Rubin,"Rubin, Jay",,"=""4770028024""","=""9784770028020""",3,4.17,Kodansha,Paperback,144,2002,1992,,2025/01/15,"japan, language, non-fiction, to-reread","japan (#73), language (#3), non-fiction (#206), to-reread (#14)",read,"A short book about some differences between grammatical constructs. It was fun and had some interesting advanced topics, but would’ve been easier to follow if kana was used instead of romaji.",,,2,0
11296,Haruki Murakami and the Music of Words,Jay Rubin,"Rubin, Jay",,"=""0099455447""","=""9780099455448""",5,3.86,Vintage UK,Paperback,462,2005,2002,2025/01/19,2024/07/29,"creativity, non-fiction, writing","creativity (#15), non-fiction (#198), writing (#1)",read,"A literary analysis of Murakami's works from the beginning until his biggest work 1Q84. Murakami is a very interesting figure who was always navigating between the east and the west and Jay Rubin adds insights to many of his works and the circumstances surrounding them, but also to how translating japanese is and the different nuances it has. ",,,1,0
7758721,ミミズクと夜の王 [Mimizuku to Yoru no Ou],Izuki Kōgyoku,"Kōgyoku, Izuki","紅玉いづき, 磯野 宏夫","=""4048667769""","=""9784048667760""",4,3.86,KADOKAWA,Paperback,274,2007,2007,2025/01/21,2025/01/21,"fantasy, fiction, japan, 日本語","fantasy (#14), fiction (#143), japan (#71), 日本語 (#11)",read,"Mimizuku and The King of the Night, a story about a girl in chains going into a forest to offer herself as a sacrifice to King of The Night, who doesn't want to kill her. A simple yet beautifully written story.",,,1,0
38884189,Mixed Metaphors: Their Use and Abuse,Karen Sullivan,"Sullivan, Karen",,"=""1350066044""","=""9781350066045""",0,4.14,Bloomsbury Academic,Hardcover,240,2018,,,2025/01/18,to-read,to-read (#8),to-read,,,,0,0
202468422,There Are Rivers in the Sky,Elif Shafak,"Shafak, Elif",,"=""0593801717""","=""9780593801710""",0,4.39,Knopf,Hardcover,464,2024,2024,,2025/01/14,to-read,to-read (#8),to-read,,,,0,0
215354084,A Woman is a School (Books for Collective Liberation),Céline Semaan,"Semaan, Céline",,"=""""","=""9798218454340""",0,4.47,Slow Factory Press,Kindle Edition,260,2024,,,2025/01/12,to-read,to-read (#8),to-read,,,,0,0
36436102,Of Dogs and Walls,Yūko Tsushima,"Tsushima, Yūko",Geraldine Harcourt,"=""0241339782""","=""9780241339787""",0,3.69,Penguin Classics,Paperback,53,2018,2018,,2025/01/04,"japan, fiction, short-stories","japan (#70), fiction (#142), short-stories (#3)",read,,,,1,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie","=""0571224385""","=""9780571224388""",3,4.11,Harper Perennial,Paperback,314,2009,1984,2025/01/04,2024/06/07,"philosophy, fiction","philosophy (#30), fiction (#140)",read,,,,1,0
33299008,"Bleach: We Do Knot Always Love You (Bleach Light Novels, #4)",Tite Kubo,"Kubo, Tite",Makoto Matsubara,"=""""","=""""",4,3.98,,Unknown Binding,250,,,2025/01/02,2024/05/21,"japan, fiction, 日本語, manga-comic","japan (#69), fiction (#141), 日本語 (#10), manga-comic (#9)",read,,,,1,0
40631,Europe: A History,Norman Davies,"Davies, Norman",,"=""0060974680""","=""9780060974688""",1,4.20,Harper Perennial,Paperback,1392,1998,1996,2018/01/01,2016/05/27,"didnt-finish, dropped","didnt-finish (#1), dropped (#3)",dropped,,,,1,0
53317469,Tono Monogatari,Shigeru Mizuki,"Mizuki, Shigeru",Zack Davisson,"=""1770464360""","=""9781770464360""",3,3.55,Drawn and Quarterly,Paperback,256,2021,2010,2023/12/25,2023/12/17,"classic, fiction, short-stories, manga-comic, dropped","classic (#27), fiction (#110), short-stories (#2), manga-comic (#1), dropped (#2)",dropped,,,,1,0
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō","Machi Abe, E. Dale Saunders","=""0679733787""","=""9780679733782""",4,3.89,Vintage,Paperback,241,1991,1962,2024/06/11,2022/10/23,"fiction, japan","fiction (#129), japan (#58)",read,,,,1,0
126040278,SAKAMOTO DAYS 殺し屋のメソッド (JUMP j BOOKS) 新書 – 2023/4/4,jonuzod,"jonuzod, jonuzod",,"=""4087035328""","=""9784087035322""",4,3.50,jonuzod,Paperback Shinsho,0,,,2024/09/20,2024/06/03,"japan, manga-comic, fiction, 日本語","japan (#57), manga-comic (#6), fiction (#128), 日本語 (#7)",read,,,,1,0
52392347,Stories of the Sahara,Sanmao,"Sanmao, Sanmao",Mike Fu,"=""140888187X""","=""9781408881873""",0,4.45,Bloomsbury Publishing,Hardcover,416,2020,1976,,2020/10/11,"biography, non-fiction, dropped","biography (#17), non-fiction (#205), dropped (#1)",dropped,,,,0,0
36300633,"The Hidden Palace (The Golem and the Jinni, #2)",Helene Wecker,"Wecker, Helene",,"=""006246874X""","=""9780062468741""",0,4.14,Harper,ebook,480,2021,2021,,2024/12/29,to-read,to-read (#8),to-read,,,,0,0
44822478,Ugly Music,Diannely Antigua,"Antigua, Diannely",,"=""1936919648""","=""9781936919642""",0,4.43,YesYes Books,Paperback,99,2019,2019,,2024/12/23,to-read,to-read (#8),to-read,,,,0,0
31623682,Haruki Murakami Goes to Meet Hayao Kawai,Hayao Kawai,"Kawai, Hayao","Haruki Murakami, Christopher Stephens","=""3856307648""","=""9783856307646""",4,3.67,Daimon Verlag,Hardcover,160,2016,1996,2024/12/11,2024/11/17,"non-fiction, psychology, japan","non-fiction (#204), psychology (#61), japan (#68)",read,"A very interesting conversation between a therapist and a writer, talking, among other things, about the parallels of writing and therapy as a form of healing, and discussing the differences between pluralistic eastern societies and individual western ones in the 90s.",,,1,0
9965332,Fate／Zero（1）第四次聖杯戦争秘話 [Dai Yonji Seihai Sensou Hiwa],Gen Urobuchi,"Urobuchi, Gen",武内 崇,"=""4061389033""","=""9784061389038""",4,4.18,Kodansha,Paperback,225,2011,2011,2024/01/01,2024/11/16,"fiction, 日本語, manga-comic","fiction (#139), 日本語 (#9), manga-comic (#8)",read,,,,1,0
58085227,Free: A Child and a Country at the End of History,Lea Ypi,"Ypi, Lea",,"=""0393867730""","=""9780393867732""",4,4.30,W. W. Norton & Company,Hardcover,288,2022,2021,2024/11/15,2024/10/01,"biography, non-fiction","biography (#16), non-fiction (#203)",read,,,,1,0
200998630,"Before We Forget Kindness (Before the Coffee Gets Cold, #5)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1035046245""","=""9781035046249""",4,3.91,Picador,Hardcover,224,2024,2023,2024/01/01,2024/11/13,"fiction, japan","fiction (#138), japan (#67)",read,,,,1,0
43908903,How to Cure a Ghost: Poems,Fariha Róisín,"Róisín, Fariha",Mónica Ramos,"=""1419737562""","=""9781419737565""",3,3.57,Harry N. Abrams,Paperback,160,2019,2019,2024/11/06,2024/11/06,poetry,poetry (#7),read,,,,1,0
198403445,The Bookshop Woman,Nanako Hanada,"Hanada, Nanako",Cat Anderson,"=""1914240790""","=""9781914240799""",4,3.52,Brazen,Kindle Edition,204,2024,2018,2024/11/06,2024/10/26,"fiction, japan","fiction (#137), japan (#66)",read,,,,1,0
27505295,魔女の宅急便 [Majo no Takkyuubin],Eiko Kadono,"Kadono, Eiko",角野栄子,"=""""","=""""",0,4.16,KADOKAWA,Kindle Edition,186,2015,1985,2024/05/05,2024/01/27,"fantasy, fiction, japan, 日本語","fantasy (#13), fiction (#116), japan (#51), 日本語 (#1)",read,,,,1,0
17791572,"Bleach: The Death Save The Strawberry (Bleach Light Novels, #3)",Tite Kubo,"Kubo, Tite",Makoto Matsubara,"=""4087032728""","=""9784087032727""",3,4.30,Shūeisha,Paperback,208,2012,2012,2024/10/26,2024/05/21,"manga-comic, fiction, japan, 日本語","manga-comic (#7), fiction (#136), japan (#64), 日本語 (#8)",read,,,,1,0
60847980,The Ink Dark Moon (Vintage Classics Love Poems),Izumi Shikibu,"Shikibu, Izumi",Ono no Komachi,"=""1784878243""","=""9781784878245""",0,4.39,Vintage Classics,Paperback,211,2023,1988,2024/10/02,2024/09/21,"japan, poetry","japan (#65), poetry (#6)",read,,,,1,0
112974860,How to Know a Person: The Art of Seeing Others Deeply and Being Deeply Seen,David  Brooks,"Brooks, David",,"=""059323006X""","=""9780593230084""",4,4.09,Random House,Kindle Edition,304,2023,2023,2024/01/01,2024/05/23,"non-fiction, self-help","non-fiction (#202), self-help (#51)",read,,,,1,0
14027,Thousand Cranes,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679762655""","=""9780679762652""",3,3.70,Vintage,Paperback,147,1996,1952,2024/01/01,2024/09/21,"fiction, japan","fiction (#135), japan (#63)",read,,,,1,0
54981901,I Want To Die but I Want To Eat Tteokpokki 2,Baek Se-hee,"Se-hee, Baek",Ni Made Santika,"=""6237351477""","=""9786237351474""",3,3.70,Haru,Paperback,240,2020,2019,2024/09/11,2024/08/13,"biography, non-fiction, self-help","biography (#14), non-fiction (#199), self-help (#49)",read,"Less relatable than the first book, because she mainly talks about the first book.<br/>The second half was interesting though.",,,1,0
62794,Confessions of a Mask,Yukio Mishima,"Mishima, Yukio",Meredith Weatherby,"=""0720610311""","=""9780720610314""",5,3.95,Peter Owen,Paperback,224,1998,1949,2024/01/01,2024/09/08,"biography, fiction, japan","biography (#15), fiction (#134), japan (#62)",read,,,,1,0
55825273,The Comfort Book,Matt Haig,"Haig, Matt",,"=""0143136666""","=""9780143136668""",5,4.06,Penguin Life,Hardcover,272,2021,2021,2024/01/01,2024/06/09,"non-fiction, self-help","non-fiction (#201), self-help (#50)",read,,,,1,0
61606704,"The Power of Language: How the Codes We Use to Think, Speak, and Live Transform Our Minds",Viorica Marian,"Marian, Viorica",,"=""0593187075""","=""9780593187074""",3,4.10,Dutton,Hardcover,288,2023,2023,2024/08/30,2024/08/13,"language, non-fiction","language (#2), non-fiction (#200)",read,,,,1,0
112505992,街とその不確かな壁,Haruki Murakami,"Murakami, Haruki",村上春樹,"=""4103534370""","=""9784103534372""",4,3.78,新潮社,Kindle Edition,672,2023,2023,2024/08/30,2024/04/25,"japan, fiction, magical-realism, 日本語","japan (#54), fiction (#121), magical-realism (#11), 日本語 (#4)",read,,,,1,0
59629744,Diary of a Void,Emi Yagi,"Yagi, Emi","David  Boyd, Lucy North","=""0143136879""","=""9780143136873""",4,3.50,Viking,Hardcover,213,2022,2020,2024/01/01,2024/05/29,"fiction, japan","fiction (#133), japan (#61)",read,,,,1,0
154488299,"The Kamogawa Food Detectives (Kamogawa Food Detectives, #1)",Hisashi Kashiwai,"Kashiwai, Hisashi",Jesse Kirkwood,"=""0593717716""","=""9780593717714""",3,3.68,G.P. Putnam's Sons,Hardcover,201,2024,2013,2024/07/03,2024/06/16,"fiction, food, japan","fiction (#131), food (#2), japan (#59)",read,,,,1,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",4,3.64,Harper Perennial,Paperback,150,2023,2010,2024/01/01,2024/07/03,"fiction, japan","fiction (#132), japan (#60)",read,,,,1,0
60162871,رؤيا الدمشقي,Boutros Al Maari,"Maari, Boutros Al",,"=""""","=""""",5,3.50,دار أطلس,Paperback,94,2021,,2024/01/01,2024/06/16,"عربي, poetry, fiction","عربي (#1), poetry (#5), fiction (#130)",read,,,,1,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",4,3.85,Europa Editions,Hardcover,430,2020,2008,2021/09/05,2020/04/09,"japan, fiction","japan (#32), fiction (#88)",read,,,,1,0
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",4,4.10,Random House,Hardcover,276,2006,2006,2022/09/04,2020/01/25,"non-fiction, self-help, psychology","non-fiction (#165), self-help (#31), psychology (#55)",read,,,,1,0
7177561,"Quiet Your Mind and Get to Sleep: Solutions to Insomnia for Those with Depression, Anxiety, or Chronic Pain",Colleen E. Carney,"Carney, Colleen E.","Rachel Manber, Richard R. Bootzin","=""1572246278""","=""9781572246270""",5,3.92,New Harbinger Publications,Paperback,192,2009,2007,2024/01/01,2024/02/25,"non-fiction, self-help","non-fiction (#193), self-help (#44)",read,,,,1,0
54110592,How Do You Live?,Genzaburo Yoshino,"Yoshino, Genzaburo","Neil Gaiman, Bruno Navasky","=""1616209771""","=""9781616209773""",4,4.00,"Little, Brown Books for Young Readers",Hardcover,288,2021,1937,2024/06/02,2024/05/25,"fiction, japan, philosophy","fiction (#127), japan (#56), philosophy (#29)",read,,,,1,0
42190,"Wabi-Sabi: for Artists, Designers, Poets & Philosophers",Leonard Koren,"Koren, Leonard",,"=""1880656124""","=""9781880656129""",5,4.00,Stone Bridge Press,Paperback,96,1994,1994,2020/12/28,2020/09/14,"to-buy-physical, design, non-fiction","to-buy-physical (#21), design (#9), non-fiction (#146)",read,"Obsession with the perfect, the complete and the permanent is kind of a problem nowadays. A design needs to be complete, a person should be perfect, a product should be permanent. Wabi-sabi is a philosophy that embraces the opposite: Impermanence, imperfection, and incompleteness. Koren's book gave a short overview, but it's an interesting topic to delve deeper into.",,,1,0
3698528,Selected Tales,Edgar Allan Poe,"Poe, Edgar Allan",,"=""0140623345""","=""9780140623345""",3,4.17,Penguin Books Ltd,Paperback,406,2007,1832,,2013/11/17,"classic, fiction","classic (#3), fiction (#7)",read,,,,1,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",1,4.13,Knopf,Hardcover,401,2022,2022,2024/05/24,2024/05/05,"fiction, video-game","fiction (#124), video-game (#2)",read,,,,1,0
3852257,"Bleach: The Honey Dish Rhapsody (Bleach Light Novels, #2)",Tite Kubo,"Kubo, Tite",Makoto Matsubara,"=""408703173X""","=""9784087031737""",4,4.22,Shūeisha,Paperback,208,2006,2006,2024/05/21,2024/04/24,"japan, 日本語, manga-comic, fiction","japan (#53), 日本語 (#5), manga-comic (#5), fiction (#126)",read,,,,1,0
1775652,"Bleach: Letters From The Other Side (Bleach Light Novels, #1)",Tite Kubo,"Kubo, Tite","松原 真琴, Makoto Matsubara","=""4087031497""","=""9784087031492""",3,4.44,Shūeisha,Paperback,228,2004,2004,2024/01/01,2024/05/20,"fiction, manga-comic, 日本語","fiction (#125), manga-comic (#4), 日本語 (#6)",read,,,,1,0
61327444,"Sensitive: The Hidden Power of the Highly Sensitive Person in a Loud, Fast, Too-Much World",Jenn Granneman,"Granneman, Jenn",Andre Sólo,"=""0593235010""","=""9780593235010""",4,4.07,Harmony,Hardcover,261,2023,2023,2024/05/20,2024/05/12,"non-fiction, self-help","non-fiction (#197), self-help (#48)",read,,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",3,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,2024/05/09,2024/05/05,"dystopian, fiction, science-fiction","dystopian (#7), fiction (#123), science-fiction (#9)",read,,,,1,0
40740914,If Cats Disappeared from the World,Genki Kawamura,"Kawamura, Genki",Eric Selland,"=""1509889175""","=""9781509889174""",5,3.79,Picador,Paperback,202,2018,2012,2024/01/01,2024/05/01,"fiction, japan","fiction (#122), japan (#55)",read,,,,1,0
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0008172145""","=""9780008172145""",4,4.23,HarperCollins GB,Paperback,390,2018,2017,2024/05/01,2024/01/05,"fiction, self-help","fiction (#120), self-help (#47)",read,,,,1,0
57866423,Kingdom of Characters: The Language Revolution That Made China Modern,Jing Tsu,"Tsu, Jing",,"=""0735214727""","=""9780735214729""",0,3.86,Riverhead Books,Hardcover,336,2022,2022,2024/04/29,2024/04/23,"non-fiction, language","non-fiction (#196), language (#1)",read,,,,1,0
17791570,"Bleach: Spirits Are Forever With You 2 (Bleach: Spirits Are Forever With You, #2)",Tite Kubo,"Kubo, Tite",Ryohgo Narita,"=""4087032663""","=""9784087032666""",4,4.36,Shūeisha,Paperback,496,2012,2012,2024/04/22,2024/03/24,"日本語, manga-comic, japan, fiction","日本語 (#3), manga-comic (#3), japan (#52), fiction (#119)",read,,,,1,0
34623107,Mobilization (Legend of the Galactic Heroes #5),Yoshiki Tanaka,"Tanaka, Yoshiki",Tyran Grillo,"=""1421584980""","=""9781421584980""",3,4.36,Haikasoru,Paperback,241,2017,1985,2024/04/06,2024/03/24,"science-fiction, fiction","science-fiction (#8), fiction (#118)",read,The conclusion to the first half of the story. A bit unexpected conclusion but I also don’t feel that invested anymore.,,,1,0
17158739,At Last A Life,Paul David,"David, Paul",,"=""0956948111""","=""9780956948113""",3,4.24,Anxietynomore,Kindle Edition,176,2012,2006,2024/03/28,2024/03/07,"self-help, non-fiction","self-help (#45), non-fiction (#194)",read,,,,1,0
100697520,The Way Forward (The Inward Trilogy),Yung Pueblo,"Pueblo, Yung",,"=""1524874833""","=""9781524874834""",4,4.40,Andrews McMeel Publishing,Paperback,240,2023,,2024/03/25,2024/03/24,"self-help, non-fiction, poetry","self-help (#46), non-fiction (#195), poetry (#4)",read,,,,1,0
24013720,Wind/Pinball: Two Novels,Haruki Murakami,"Murakami, Haruki",Ted Goossen,"=""0385352123""","=""9780385352123""",2,3.53,Knopf,Hardcover,234,2015,1980,2020/03/27,2020/01/08,fiction,fiction (#61),read,"These books are interesting for their context. Murakami is one of the biggest names in modern contemporary fiction. This is how he started. But the 2 stories themselves, Hear The Wind and Pinball, were very disjointed and very uninteresting.",,,1,0
43459809,The Sailor Who Fell from Grace With the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""1784875422""","=""9781784875428""",2,3.84,Vintage Classics,Paperback,144,2019,1963,2020/12/26,2020/01/07,"fiction, japan","fiction (#21), japan (#5)",read,"I had to read some articles and explanations on the book, because the ending doesn't make sense.<br/><br/>Mishima was a nationalist who believed in Japanese purism or ""national essence"", and because he got radicalized, he attempted a coupe, but after that failed he committed suicide. This book is kind of a  prediction of the coupe he wanted to do.",,,1,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385539258""","=""9780385539258""",4,4.30,Doubleday,Hardcover,720,2015,2015,2020/06/07,2020/05/22,"fiction, psychology, bildungsroman","fiction (#69), psychology (#34), bildungsroman (#1)",read,"The cover is apparently a 1964 photo called ""Orgasmic Man"" for a person who no one really knows much about. Which fits the main character of the story. Nice.<br/><br/>The book is a view into severe childhood trauma, how a traumatic person thinks and views life, how his interactions with people around him happen, and probably how not to deal with a person who had severe trauma. The description of Jude's inner thoughts were very good and insightful. A Little Life is also probably one of the most stressful novels I've read. It has a lot of graphic scenes, but the interactions between the characters were sometimes very uncomfortable, in a realistic way. The chemistry between the characters was probably the main strengths of the book, and it was really interesting to see them grow up together and see how they changed and how their interactions evolved, positively and negatively.",,,1,0
26887738,The Truth: An Uncomfortable Book About Relationships,Neil Strauss,"Strauss, Neil",,"=""0060898763""","=""9780060898762""",4,4.11,"Dey St. Books, an imprint of William Morrow Publishers",Hardcover,448,2015,2015,2020/01/21,2017/12/23,"psychology, non-fiction, relationships","psychology (#1), non-fiction (#79), relationships (#2)",read,,,,1,0
30962055,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,"Alter, Adam",,"=""1594206643""","=""9781594206641""",5,3.86,Penguin Press,Hardcover,368,2017,2017,2020/04/12,2020/03/18,"psychology, technology, non-fiction","psychology (#29), technology (#17), non-fiction (#99)",read,,,,1,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",5,4.16,Penguin Books,Paperback,184,2005,1985,2020/04/10,2020/01/22,"non-fiction, technology, philosophy","non-fiction (#98), technology (#16), philosophy (#15)",read,,,,1,0
11222940,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",5,3.96,New Directions Publishing,Paperback,177,2001,1948,2016/01/01,2020/01/07,"fiction, japan, psychology","fiction (#4), japan (#1), psychology (#42)",read,,,,2,0
32918989,Stratagem (Legend of the Galactic Heroes #4),Yoshiki Tanaka,"Tanaka, Yoshiki",Tyran Grillo,"=""1421584972""","=""9781421584973""",4,4.11,Haikasoru,Paperback,213,2017,1984,2024/03/14,2024/03/14,"fiction, science-fiction","fiction (#117), science-fiction (#7)",read,Buildup for the big conflict,,,1,0
60815539,What Mental Illness Really Is… (and what it isn’t),Lucy Foulkes,"Foulkes, Lucy",,"=""1529195063""","=""9781529195064""",4,4.07,Vintage Digital,Kindle Edition,229,2022,,2023/01/01,2023/12/17,"non-fiction, psychology","non-fiction (#190), psychology (#60)",read,,,,1,0
29498981,"Endurance (Legend of the Galactic Heroes, #3)",Yoshiki Tanaka,"Tanaka, Yoshiki",Daniel Huddleston,"=""1421584964""","=""9781421584966""",4,4.26,Haikasoru,Paperback,265,2016,1984,2024/03/01,2024/01/27,"fiction, science-fiction, japan","fiction (#115), science-fiction (#6), japan (#50)",read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",5,4.12,Vintage International,Paperback,467,2006,2002,2016/01/01,2016/04/05,"fiction, japan, magical-realism, to-reread","fiction (#31), japan (#7), magical-realism (#2), to-reread (#8)",read,,,,2,0
17791565,"Bleach: Spirits Are Forever With You (Bleach: Spirits Are Forever With You, #1)",Tite Kubo,"Kubo, Tite",Ryohgo Narita,"=""4087032655""","=""9784087032659""",5,4.30,Shūeisha,Paperback,288,2012,2012,2023/12/31,2023/12/05,"japan, manga-comic, fiction, 日本語","japan (#48), manga-comic (#2), fiction (#112), 日本語 (#2)",read,,,,1,0
